G m7	3,1,3,3,3,3
G# m7	4,2,1,1,0,2
G# m7	4,2,1,1,4,2
G# m7	4,2,1,4,0,2
G# m7	4,2,1,4,4,2
G# m7	4,2,4,1,4,2
G# m7	4,2,4,1,4,4
G# m7	4,2,4,4,4,2
G# m7	4,2,4,4,4,4
G m7b5	1,1,3,0,2,1
G m7b5	1,1,3,0,2,3
G m7b5	1,1,3,3,2,3
G m7b5	1,4,3,3,2,3
G# m7b5	2,2,0,1,0,2
G# m7b5	2,2,0,1,0,4
G# m7b5	2,2,0,1,3,2
G# m7b5	2,2,0,1,3,4
G# m7b5	2,2,0,4,0,4
G# m7b5	2,2,0,4,3,4
G# m7b5	2,2,4,1,3,2
G# m7b5	2,2,4,1,3,4
G# m7b5	2,2,4,4,3,4
G m7b5	3,1,3,0,2,1
G m7b5	3,1,3,0,2,3
G m7b5	3,1,3,3,2,1
G m7b5	3,1,3,3,2,3
G m7b5	3,4,3,3,2,1
G m7b5	3,4,3,3,2,3
G# m7b5	4,2,0,1,0,2
G# m7b5	4,2,0,1,3,2
G# m7b5	4,2,0,4,0,2
G# m7b5	4,2,0,4,3,2
G# m7b5	4,2,4,1,3,2
G# m7b5	4,2,4,1,3,4
G# m7b5	4,2,4,4,3,2
G# m7b5	4,2,4,4,3,4
G maj7	2,2,0,0,0,2
G maj7	2,2,0,0,0,3
G maj7	2,2,0,0,3,2
G maj7	2,2,0,0,3,3
G maj7	2,2,0,4,0,3
G maj7	2,2,0,4,3,3
G maj7	2,2,4,0,3,2
G maj7	2,2,4,0,3,3
G maj7	2,2,4,4,3,3
G maj7	3,2,0,0,0,2
G maj7	3,2,0,0,3,2
G maj7	3,2,0,4,0,2
G maj7	3,2,0,4,3,2
G maj7	3,2,4,0,3,2
G maj7	3,2,4,0,3,3
G maj7	3,2,4,4,3,2
G maj7	3,2,4,4,3,3
G# maj7	3,3,1,0,1,4
G# maj7	3,3,1,0,4,4
G# maj7	3,3,1,1,1,3
G# maj7	3,3,1,1,1,4
G# maj7	3,3,1,1,4,3
G# maj7	3,3,1,1,4,4
G# maj7	4,3,1,0,1,3
G# maj7	4,3,1,0,1,4
G# maj7	4,3,1,0,4,3
G# maj7	4,3,1,0,4,4
G# maj7	4,3,1,1,1,3
G# maj7	4,3,1,1,4,3
G sus	3,3,0,0,1,3
G sus	3,3,0,0,3,3
G# sus	4,4,1,1,2,4
G# sus	4,4,1,1,4,4
